barcode,consensus,nReads
D6,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,13
D6,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,1
D6,NA%Euglenozoa%Euglenida%NA%NA%NA%NA,3
D6,NA%Euglenozoa%Kinetoplastea%NA%NA%NA%NA,28
D6,NA%Euglenozoa%Kinetoplastea%Neobodonida%NA%Neobodo%Neobodo designis,1
D6,NA%NA%Choanoflagellata%Acanthoecida%Stephanoecidae%Diaphanoeca%Diaphanoeca grandis,5
D6,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Cyclonexis%Cyclonexis annularis,51
D6,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,5
D6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,1
D6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas longispina,1
D6,NA%NA%Chrysophyceae%Hydrurales%Hydruraceae%Chrysonebula%Chrysonebula flava,1
D6,NA%NA%Chrysophyceae%NA%NA%NA%NA,18
D6,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,11
D6,NA%NA%Cryptophyceae%NA%NA%NA%NA,1
D6,NA%NA%Cryptophyceae%Pyrenomonadales%Chroomonadaceae%Komma%Komma caudata,1
D6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,14
D6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%NA%NA,2
D6,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,6
D6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%Ceratium hirundinella,4
D6,NA%NA%Dinophyceae%NA%NA%NA%NA,2
D6,NA%Tubulinea%Elardia%Euamoebida%Amoebidae%Chaos%Chaos carolinense,7
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,18
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Chlamydomonas%Chlamydomonas noctigama,468
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%Coleochlamys%Coleochlamys oleifera,236
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,46408
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Spondylomoraceae%Pascherina%Pascherina tetras,1
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Volvocaceae%Hamakko%Hamakko caudatus,11
D6,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,361
D6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,3
D6,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,1550
D6,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,1
D6,Viridiplantae%Chlorophyta%Trebouxiophyceae%Trebouxiales%Trebouxiaceae%Myrmecia%Myrmecia biatorellae,8
D6,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,4
D6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,1
D6,Viridiplantae%NA%NA%NA%NA%NA%NA,184
D6,Viridiplantae%Streptophyta%Magnoliopsida%Cucurbitales%Cucurbitaceae%Cephalopentandra%Cephalopentandra ecirrhosa,19
D6,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,18
D6,Viridiplantae%Streptophyta%Pinopsida%NA%NA%NA%NA,3
D6,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,4
D7,Fungi%Chytridiomycota%Chytridiomycetes%Rhizophydiales%Rhizophydiaceae%Rhizophydium%Rhizophydium planktonicum,2
D7,Fungi%NA%NA%NA%NA%NA%NA,6
D7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Bosminidae%Bosmina%Bosmina longirostris,40
D7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Anchistropus%Anchistropus emarginatus,14
D7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Chydorus%Chydorus sphaericus,42
D7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%NA%NA,8
D7,Metazoa%Arthropoda%NA%NA%NA%NA%NA,37
D7,Metazoa%Cnidaria%Anthozoa%Scleractinia%Mussidae%Mycetophyllia%Mycetophyllia danaana,7
D7,Metazoa%NA%NA%NA%NA%NA%NA,9
D7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,1
D7,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,3
D7,NA%Apicomplexa%Conoidasida%Archigregarinorida%Selenidiidae%Selenidium%Selenidium terebellae,2
D7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,1
D7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,1
D7,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,1
D7,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%NA,1
D7,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%Ulnaria acus,31
D7,NA%Bacillariophyta%NA%NA%NA%NA%NA,33
D7,NA%Cercozoa%Thecofilosea%Cryomonadida%Rhogostomidae%Sacciforma%Sacciforma sacciformis,28
D7,NA%Ciliophora%NA%NA%NA%NA%NA,26
D7,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%NA%NA,7
D7,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,109
D7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,189
D7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,216
D7,NA%Ciliophora%Spirotrichea%Stichotrichida%Parabirojimidae%Parabirojimia%Parabirojimia similis,7
D7,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,7
D7,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,201
D7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,14
D7,NA%NA%Choanoflagellata%Craspedida%Salpingoecidae%Monosiga%Monosiga ovata,2
D7,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,51
D7,NA%NA%Chrysophyceae%Chromulinales%Chrysolepidomonadaceae%Chrysolepidomonas%Chrysolepidomonas dendrolepidota,10
D7,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas bandaiensis,7
D7,NA%NA%Chrysophyceae%NA%NA%NA%NA,2
D7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,33
D7,NA%NA%Cryptophyceae%Cyathomonadacea%Goniomonadaceae%Goniomonas%Goniomonas pacifica,2
D7,NA%NA%Cryptophyceae%NA%NA%NA%NA,134
D7,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,392
D7,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,3
D7,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Teleaulax%Teleaulax amphioxeia,14
D7,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,2
D7,NA%NA%Cryptophyceae%Pyrenomonadales%Pyrenomonadaceae%Rhodomonas%Rhodomonas maculata,16
D7,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%NA,12
D7,NA%NA%Dinophyceae%NA%NA%NA%NA,101
D7,NA%Oomycota%NA%NA%NA%NA%NA,4
D7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,28
D7,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,2
D7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Neochloris%Neochloris aquatica,274
D7,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,161
D7,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,261
D7,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,27
D7,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,57
D7,Viridiplantae%NA%NA%NA%NA%NA%NA,17
D7,Viridiplantae%Streptophyta%Klebsormidiophyceae%Klebsormidiales%NA%Streptofilum%Streptofilum capillatum,2
D8,Fungi%Basidiomycota%Tremellomycetes%Trichosporonales%Trichosporonaceae%Cutaneotrichosporon%Cutaneotrichosporon curvatum,1
D8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,3
D8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,3
D8,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,7531
D8,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,2
D8,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,4
D8,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,1
D8,NA%Euglenozoa%Euglenida%NA%NA%NA%NA,1
D8,NA%NA%Bigyra%Bicosoecida%Cafeteriaceae%Pseudobodo%Pseudobodo tremulans,17
D8,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,1
D8,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,3
D8,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,21
D8,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,4
D8,NA%NA%Cryptophyceae%Kathablepharidacea%Katablepharidaceae%NA%NA,4
D8,NA%NA%Cryptophyceae%NA%NA%NA%NA,10
D8,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Teleaulax%Teleaulax amphioxeia,1
D8,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,1
D8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,53
D8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Chlamydomonas%Chlamydomonas noctigama,1
D8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,4
D8,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,24
E6,Fungi%Ascomycota%NA%NA%NA%NA%NA,10
E6,Fungi%Basidiomycota%Agaricomycetes%NA%NA%NA%NA,12
E6,Fungi%Basidiomycota%NA%NA%NA%NA%NA,21
E6,Fungi%Basidiomycota%Tremellomycetes%NA%NA%NA%NA,31
E6,Fungi%NA%NA%NA%NA%NA%NA,170
E6,Metazoa%Arthropoda%Arachnida%NA%NA%NA%NA,5
E6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Bosminidae%Bosmina%Bosmina longirostris,34
E6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,3
E6,Metazoa%Arthropoda%Collembola%NA%NA%NA%NA,282
E6,Metazoa%Arthropoda%Collembola%Symphypleona%Sminthurididae%Sminthurides%Sminthurides aquaticus,30
E6,Metazoa%Arthropoda%Insecta%NA%NA%NA%NA,14
E6,Metazoa%Arthropoda%NA%NA%NA%NA%NA,6
E6,Metazoa%Chordata%NA%NA%NA%NA%NA,1
E6,Metazoa%NA%NA%NA%NA%NA%NA,18
E6,Metazoa%Nematoda%Chromadorea%Plectida%Plectidae%NA%NA,946
E6,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,3
E6,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,1
E6,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,2
E6,NA%Bacillariophyta%NA%NA%NA%NA%NA,10
E6,NA%Cercozoa%Imbricatea%Spongomonadida%Spongomonadidae%Spongomonas%Spongomonas minima,4
E6,NA%Cercozoa%Thecofilosea%Cryomonadida%NA%NA%NA,2
E6,NA%Ciliophora%Armophorea%Metopida%Apometopidae%Urostomides%Urostomides striatus,3
E6,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,1
E6,NA%Ciliophora%Oligohymenophorea%Peniculida%Lembadionidae%Lembadion%Lembadion bullinum,2
E6,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,505
E6,NA%Ciliophora%Spirotrichea%Stichotrichida%Parabirojimidae%Parabirojimia%Parabirojimia similis,46
E6,NA%Discosea%Flabellinia%Dactylopodida%Paramoebidae%Korotnevella%Korotnevella stella,2
E6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,1
E6,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,33
E6,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,1
E6,NA%Euglenozoa%Euglenida%NA%NA%NA%NA,3
E6,NA%Euglenozoa%Kinetoplastea%NA%NA%NA%NA,13
E6,NA%NA%Bigyra%Bicosoecida%Siluaniidae%NA%NA,6
E6,NA%NA%Choanoflagellata%Craspedida%Salpingoecidae%Monosiga%Monosiga ovata,12
E6,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,3
E6,NA%NA%Chrysophyceae%Chromulinales%Dinobryaceae%Dinobryon%Dinobryon sertularia,2
E6,NA%NA%Chrysophyceae%NA%NA%NA%NA,10
E6,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,13
E6,NA%NA%Cryptophyceae%Cryptomonadales%Hemiselmidaceae%Hemiselmis%Hemiselmis rufescens,1
E6,NA%NA%Cryptophyceae%NA%NA%NA%NA,3
E6,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,1
E6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,16
E6,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,2
E6,NA%NA%Dinophyceae%NA%NA%NA%NA,1
E6,NA%Tubulinea%Elardia%Euamoebida%Amoebidae%Chaos%Chaos carolinense,4
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,19
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Chlamydomonas%Chlamydomonas noctigama,305
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%Coleochlamys%Coleochlamys oleifera,252
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,49623
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Volvocaceae%Hamakko%Hamakko caudatus,1
E6,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,439
E6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,1
E6,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,2963
E6,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,3
E6,Viridiplantae%Chlorophyta%Trebouxiophyceae%Trebouxiales%Trebouxiaceae%Myrmecia%Myrmecia biatorellae,1
E6,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,4
E6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,25
E6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,2
E6,Viridiplantae%NA%NA%NA%NA%NA%NA,190
E6,Viridiplantae%Streptophyta%Magnoliopsida%Cucurbitales%Cucurbitaceae%Cephalopentandra%Cephalopentandra ecirrhosa,9
E6,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,1
E6,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,64
E6,Viridiplantae%Streptophyta%Pinopsida%NA%NA%NA%NA,5
E6,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,1
E7,Fungi%Ascomycota%NA%NA%NA%NA%NA,11
E7,Fungi%Ascomycota%Saccharomycetes%Saccharomycetales%NA%NA%NA,2
E7,Fungi%Basidiomycota%NA%NA%NA%NA%NA,3
E7,Fungi%Basidiomycota%Tremellomycetes%NA%NA%NA%NA,2
E7,Fungi%NA%NA%NA%NA%NA%NA,139
E7,Fungi%Zoopagomycota%Entomophthoromycetes%Entomophthorales%Entomophthoraceae%Furia%Furia neopyralidarum,5
E7,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,30
E7,Metazoa%Annelida%Clitellata%Tubificida%Naididae%Dero%Dero digitata,4
E7,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,14
E7,Metazoa%Arthropoda%Arachnida%Trombidiformes%Demodicidae%Demodex%Demodex folliculorum,2
E7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Bosminidae%Bosmina%Bosmina longirostris,1
E7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,93
E7,Metazoa%Arthropoda%NA%NA%NA%NA%NA,111
E7,Metazoa%Arthropoda%Ostracoda%Podocopida%Cyprididae%Cypridopsis%NA,4
E7,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,2
E7,Metazoa%NA%NA%NA%NA%NA%NA,359
E7,Metazoa%Nematoda%Chromadorea%Plectida%Plectidae%NA%NA,1
E7,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%NA%NA,35
E7,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%Tobrilus%Tobrilus gracilis,1
E7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,869
E7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%Stenostomum bryophilum,12
E7,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,14
E7,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,193
E7,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Gregarina%Gregarina blattarum,2
E7,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,230
E7,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,88
E7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%NA%NA%NA,9
E7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,28
E7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,126
E7,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,28
E7,NA%Bacillariophyta%Coscinodiscophyceae%Thalassiosirales%NA%NA%NA,1
E7,NA%Bacillariophyta%NA%NA%NA%NA%NA,54
E7,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,1
E7,NA%Ciliophora%NA%NA%NA%NA%NA,5
E7,NA%Ciliophora%Phyllopharyngea%Chlamydodontida%Chilodonellidae%Chilodonella%Chilodonella uncinata,2
E7,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,482
E7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,1
E7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,2
E7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Cyrtohymena%Cyrtohymena citrina,1
E7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,2
E7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,1
E7,NA%Ciliophora%Spirotrichea%Stichotrichida%NA%NA%NA,7
E7,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,5
E7,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,25
E7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Lepocinclis%Lepocinclis acus,119
E7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus platyaulax,5
E7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%NA%NA,2
E7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%Petalomonas%Petalomonas sphagnophila,15
E7,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,6
E7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%NA%NA,62
E7,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,7
E7,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,6
E7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,10680
E7,NA%NA%Cryptophyceae%NA%NA%NA%NA,11
E7,NA%NA%Cryptophyceae%Pyrenomonadales%Chroomonadaceae%Komma%Komma caudata,6
E7,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,839
E7,NA%NA%Eustigmatophyceae%Eustigmatales%Chlorobotryaceae%NA%NA,1
E7,NA%NA%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%NA,3
E7,NA%NA%Ichthyosporea%Ichthyophonida%NA%Anurofeca%Anurofeca richardsi,1
E7,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,121
E7,NA%NA%NA%Rotosphaerida%Nucleariidae%Nuclearia%NA,35
E7,NA%NA%Synurophyceae%Synurales%Synuraceae%Chrysosphaerella%Chrysosphaerella rotundata,16
E7,NA%Oomycota%NA%NA%NA%NA%NA,11
E7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlorococcaceae%Chlorococcum%Chlorococcum elkhartiense,45
E7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,26
E7,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,19
E7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%NA%NA%NA,3
E7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Scenedesmaceae%Tetradesmus%Tetradesmus distendus,9
E7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,1
E7,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,354
E7,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%Chlorellaceae%Chlorella%Chlorella sorokiniana,107
E7,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,106
E7,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%Picochlorum%Picochlorum atomus,2
E7,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,25
E7,Viridiplantae%Chlorophyta%Ulvophyceae%Scotinosphaerales%Scotinosphaeraceae%Scotinosphaera%Scotinosphaera lemnae,5
E7,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,1
E7,Viridiplantae%NA%NA%NA%NA%NA%NA,99
E7,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,18
E7,Viridiplantae%Streptophyta%Marchantiopsida%Sphaerocarpales%Sphaerocarpaceae%Sphaerocarpos%Sphaerocarpos donnellii,7
E7,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,9
E8,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,1
E8,NA%Bacillariophyta%Coscinodiscophyceae%Thalassiosirales%NA%NA%NA,1
E8,NA%Ciliophora%NA%NA%NA%NA%NA,3
E8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,11
E8,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,5250
E8,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,1
E8,NA%Ciliophora%Spirotrichea%Sporadotrichida%Gonostomatidae%Gonostomum%Gonostomum strenuum,1
E8,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,1
E8,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,3
E8,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,1
E8,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,2
E8,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,4
E8,NA%NA%Dinophyceae%NA%NA%NA%NA,1
E8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,2
E8,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,1
F6,Fungi%Ascomycota%NA%NA%NA%NA%NA,1
F6,Fungi%Ascomycota%Saccharomycetes%Saccharomycetales%NA%NA%NA,2
F6,Fungi%Basidiomycota%Agaricomycetes%NA%NA%NA%NA,3
F6,Fungi%Basidiomycota%NA%NA%NA%NA%NA,17
F6,Fungi%Basidiomycota%Tremellomycetes%NA%NA%NA%NA,15
F6,Fungi%NA%NA%NA%NA%NA%NA,77
F6,Metazoa%Arthropoda%Arachnida%NA%NA%NA%NA,1
F6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,3
F6,Metazoa%Arthropoda%Collembola%NA%NA%NA%NA,193
F6,Metazoa%Arthropoda%Collembola%Symphypleona%Sminthurididae%Sminthurides%Sminthurides aquaticus,26
F6,Metazoa%Arthropoda%Insecta%NA%NA%NA%NA,7
F6,Metazoa%Arthropoda%NA%NA%NA%NA%NA,1
F6,Metazoa%Chordata%NA%NA%NA%NA%NA,3
F6,Metazoa%NA%NA%NA%NA%NA%NA,7
F6,Metazoa%Nematoda%Chromadorea%Plectida%Plectidae%NA%NA,649
F6,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,1
F6,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Gregarina%Gregarina blattarum,1
F6,NA%Bacillariophyta%NA%NA%NA%NA%NA,1
F6,NA%Cercozoa%Imbricatea%NA%NA%NA%NA,1
F6,NA%Ciliophora%Armophorea%Metopida%Apometopidae%Urostomides%Urostomides striatus,1
F6,NA%Ciliophora%Oligohymenophorea%Pleuronematida%Cyclidiidae%Protocyclidium%Protocyclidium sinica,12
F6,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,377
F6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,3
F6,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,6
F6,NA%Ciliophora%Spirotrichea%Stichotrichida%Parabirojimidae%Parabirojimia%Parabirojimia similis,34
