Centroid,consensus,barcode,nReads
8b7b0e53-d0b1-465b-a849-43a79f698d95,NA%NA%NA%NA%NA%NA%NA,A8,2
8b7b0e53-d0b1-465b-a849-43a79f698d95,NA%NA%NA%NA%NA%NA%NA,B8,6
8b7b0e53-d0b1-465b-a849-43a79f698d95,NA%NA%NA%NA%NA%NA%NA,F7,4
0ae2c585-fdc3-4aaf-8c75-610c9bf27c85,NA%NA%NA%NA%NA%NA%NA,B7,8
0ae2c585-fdc3-4aaf-8c75-610c9bf27c85,NA%NA%NA%NA%NA%NA%NA,C7,2
0ae2c585-fdc3-4aaf-8c75-610c9bf27c85,NA%NA%NA%NA%NA%NA%NA,D7,6
0ae2c585-fdc3-4aaf-8c75-610c9bf27c85,NA%NA%NA%NA%NA%NA%NA,H5,1
0ae2c585-fdc3-4aaf-8c75-610c9bf27c85,NA%NA%NA%NA%NA%NA%NA,H6,3
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,A6,1
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,A7,43
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,B7,427
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,C7,221
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,D7,243
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,E6,1
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,G6,138
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,H5,2
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,H6,198
12bdd1e7-7534-45e7-ac61-0dd6859c3642,NA%NA%NA%NA%NA%NA%NA,unknown,2
2df9374f-11d0-44fa-8c88-c0f10d57c9f9,NA%NA%NA%NA%NA%NA%NA,B7,1
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,A7,3
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,B7,13
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,C7,4
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,D7,10
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,G6,5
3c3760ba-caa4-43cf-9c94-95ae1d21c90a,NA%NA%NA%NA%NA%NA%NA,H6,7
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,A7,1
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,B7,10
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,C7,7
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,D7,5
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,G6,6
65f76f4f-6a40-4788-8d68-95ca89c6cc23,NA%NA%NA%NA%NA%NA%NA,H6,4
7e1eefca-15d9-42c6-b197-9b8c982b2984,NA%NA%NA%NA%NA%NA%NA,B7,45
7e1eefca-15d9-42c6-b197-9b8c982b2984,NA%NA%NA%NA%NA%NA%NA,C7,22
7e1eefca-15d9-42c6-b197-9b8c982b2984,NA%NA%NA%NA%NA%NA%NA,D7,15
ce3ea270-27d8-4c35-b077-b393f28b67b8,NA%NA%NA%NA%NA%NA%NA,B7,3
ce3ea270-27d8-4c35-b077-b393f28b67b8,NA%NA%NA%NA%NA%NA%NA,C7,3
ce3ea270-27d8-4c35-b077-b393f28b67b8,NA%NA%NA%NA%NA%NA%NA,D7,1
ce3ea270-27d8-4c35-b077-b393f28b67b8,NA%NA%NA%NA%NA%NA%NA,H6,4
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,A7,1
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,B7,8
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,C7,3
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,D7,9
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,G6,4
e1d84de9-3696-4497-a560-64e7d08c954b,NA%NA%NA%NA%NA%NA%NA,H6,9
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,A7,1
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,B7,1
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,C7,2
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,D7,2
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,G6,2
efbdd78a-b5a2-4a92-a693-d72da988a775,NA%NA%NA%NA%NA%NA%NA,H6,2
2a3548ce-14d4-40ef-9b62-6f9f63db1bbe,NA%NA%NA%NA%NA%NA%NA,D7,1
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,A7,6
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,B7,25
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,C7,8
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,D7,12
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,E6,1
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,G6,10
3cec49f6-98cf-41a9-aa29-2dfbc467f92b,NA%NA%NA%NA%NA%NA%NA,H6,11
58b43dac-ceaa-4749-aee8-a11fd1780d82,NA%NA%NA%NA%NA%NA%NA,D7,1
58b43dac-ceaa-4749-aee8-a11fd1780d82,NA%NA%NA%NA%NA%NA%NA,H6,2
60cee958-5cec-42a7-a4b6-02a821e7b5cf,NA%NA%NA%NA%NA%NA%NA,C7,1
60cee958-5cec-42a7-a4b6-02a821e7b5cf,NA%NA%NA%NA%NA%NA%NA,D7,1
6a531f17-a2d8-49c5-9729-bc58a75c129c,NA%NA%NA%NA%NA%NA%NA,B7,3
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,A7,1
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,B7,17
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,C7,6
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,D7,5
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,G6,6
79c586d6-cb25-4bcc-82e3-7747bcdb4aaa,NA%NA%NA%NA%NA%NA%NA,H6,7
b2812b13-035a-4a3d-ba24-d8a111436af8,NA%NA%NA%NA%NA%NA%NA,F7,2
e2fccdb0-f98e-4310-a513-57226d3175f7,NA%NA%NA%NA%NA%NA%NA,B7,2
e2fccdb0-f98e-4310-a513-57226d3175f7,NA%NA%NA%NA%NA%NA%NA,H6,1
30eee9d9-3b5d-49d5-a138-816ca6087c27,NA%NA%NA%NA%NA%NA%NA,A7,1
30eee9d9-3b5d-49d5-a138-816ca6087c27,NA%NA%NA%NA%NA%NA%NA,B7,8
30eee9d9-3b5d-49d5-a138-816ca6087c27,NA%NA%NA%NA%NA%NA%NA,C7,9
30eee9d9-3b5d-49d5-a138-816ca6087c27,NA%NA%NA%NA%NA%NA%NA,D7,1
30eee9d9-3b5d-49d5-a138-816ca6087c27,NA%NA%NA%NA%NA%NA%NA,H6,5
ab764f9c-bc47-4e62-ab0e-92fdd5cf031b,NA%NA%NA%NA%NA%NA%NA,B7,1
ab764f9c-bc47-4e62-ab0e-92fdd5cf031b,NA%NA%NA%NA%NA%NA%NA,D7,1
ab764f9c-bc47-4e62-ab0e-92fdd5cf031b,NA%NA%NA%NA%NA%NA%NA,H6,2
ac2209de-4b55-48ec-a980-2230c37b197a,NA%NA%NA%NA%NA%NA%NA,B7,3
ac2209de-4b55-48ec-a980-2230c37b197a,NA%NA%NA%NA%NA%NA%NA,C7,4
ac2209de-4b55-48ec-a980-2230c37b197a,NA%NA%NA%NA%NA%NA%NA,H6,3
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,A7,1
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,B7,2
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,C7,1
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,D7,1
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,G6,1
b631bef6-aa1e-4dc5-b768-c129bab2afbe,NA%NA%NA%NA%NA%NA%NA,H6,2
b8639ab2-23bf-4a00-9306-498584e66f3e,NA%NA%NA%NA%NA%NA%NA,A7,2
b8639ab2-23bf-4a00-9306-498584e66f3e,NA%NA%NA%NA%NA%NA%NA,B7,7
b8639ab2-23bf-4a00-9306-498584e66f3e,NA%NA%NA%NA%NA%NA%NA,C7,7
b8639ab2-23bf-4a00-9306-498584e66f3e,NA%NA%NA%NA%NA%NA%NA,D7,4
b8639ab2-23bf-4a00-9306-498584e66f3e,NA%NA%NA%NA%NA%NA%NA,H6,2
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,A7,6
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,B7,18
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,C7,9
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,D7,5
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,G6,3
16fcf950-cb45-41a0-8eac-12fa0773747c,NA%NA%NA%NA%NA%NA%NA,H6,12
198aaeaf-74a1-49f9-84d5-55e92114495f,NA%NA%NA%NA%NA%NA%NA,A7,1
198aaeaf-74a1-49f9-84d5-55e92114495f,NA%NA%NA%NA%NA%NA%NA,B7,3
198aaeaf-74a1-49f9-84d5-55e92114495f,NA%NA%NA%NA%NA%NA%NA,G6,1
6f0d9481-f949-4175-b32b-ef6c369e5e45,NA%NA%NA%NA%NA%NA%NA,G6,2
826e9650-acca-460a-a008-150b945f2812,NA%NA%NA%NA%NA%NA%NA,A8,4
826e9650-acca-460a-a008-150b945f2812,NA%NA%NA%NA%NA%NA%NA,B8,6
826e9650-acca-460a-a008-150b945f2812,NA%NA%NA%NA%NA%NA%NA,H5,13
a7a00200-8f20-4adf-bba9-6db943d9a07b,NA%NA%NA%NA%NA%NA%NA,B7,2
a7a00200-8f20-4adf-bba9-6db943d9a07b,NA%NA%NA%NA%NA%NA%NA,C7,2
cfd5e184-1cf3-4e33-98a4-b4b78f741c6a,NA%NA%NA%NA%NA%NA%NA,H6,1
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,A7,2
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,B7,7
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,C7,4
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,D7,4
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,G6,1
dfe4977e-8eb1-4c78-ac13-fad71d11300a,NA%NA%NA%NA%NA%NA%NA,H6,3
eb0ed15b-f7fe-4197-90e4-456775449fb6,NA%NA%NA%NA%NA%NA%NA,B7,1
eb0ed15b-f7fe-4197-90e4-456775449fb6,NA%NA%NA%NA%NA%NA%NA,G6,1
eb0ed15b-f7fe-4197-90e4-456775449fb6,NA%NA%NA%NA%NA%NA%NA,H6,1
f65908e3-97fc-47d0-af82-321ebd056297,NA%NA%NA%NA%NA%NA%NA,H6,1
fefad06b-0347-4f2a-8766-d300834464b7,NA%NA%NA%NA%NA%NA%NA,A7,1
fefad06b-0347-4f2a-8766-d300834464b7,NA%NA%NA%NA%NA%NA%NA,B7,5
fefad06b-0347-4f2a-8766-d300834464b7,NA%NA%NA%NA%NA%NA%NA,D7,2
fefad06b-0347-4f2a-8766-d300834464b7,NA%NA%NA%NA%NA%NA%NA,G6,2
fefad06b-0347-4f2a-8766-d300834464b7,NA%NA%NA%NA%NA%NA%NA,H6,4
314b05e5-504f-4d8f-9b27-ca71ba0b73be,NA%NA%NA%NA%NA%NA%NA,B7,2
314b05e5-504f-4d8f-9b27-ca71ba0b73be,NA%NA%NA%NA%NA%NA%NA,C7,1
314b05e5-504f-4d8f-9b27-ca71ba0b73be,NA%NA%NA%NA%NA%NA%NA,D7,1
314b05e5-504f-4d8f-9b27-ca71ba0b73be,NA%NA%NA%NA%NA%NA%NA,G6,1
36e2c484-fa97-4ba7-8e2a-3a1fd9337620,NA%NA%NA%NA%NA%NA%NA,F8,1
52a3d829-95bc-47c6-bb3f-7c8ed626eba1,NA%NA%NA%NA%NA%NA%NA,B7,3
52a3d829-95bc-47c6-bb3f-7c8ed626eba1,NA%NA%NA%NA%NA%NA%NA,C7,2
52a3d829-95bc-47c6-bb3f-7c8ed626eba1,NA%NA%NA%NA%NA%NA%NA,D7,1
52a3d829-95bc-47c6-bb3f-7c8ed626eba1,NA%NA%NA%NA%NA%NA%NA,G6,1
68790c6e-96c0-43b0-9a81-f3e54e515042,NA%NA%NA%NA%NA%NA%NA,B7,1
68790c6e-96c0-43b0-9a81-f3e54e515042,NA%NA%NA%NA%NA%NA%NA,C7,1
68790c6e-96c0-43b0-9a81-f3e54e515042,NA%NA%NA%NA%NA%NA%NA,D7,1
6cded020-df12-4bee-aaa1-3a3fd9a0c512,NA%NA%NA%NA%NA%NA%NA,A7,1
6cded020-df12-4bee-aaa1-3a3fd9a0c512,NA%NA%NA%NA%NA%NA%NA,C7,1
6cded020-df12-4bee-aaa1-3a3fd9a0c512,NA%NA%NA%NA%NA%NA%NA,H6,1
fb136b42-4318-4269-a554-9d1b91b19795,NA%NA%NA%NA%NA%NA%NA,C7,1
fb136b42-4318-4269-a554-9d1b91b19795,NA%NA%NA%NA%NA%NA%NA,D7,1
306dafdc-28f3-4027-93b7-ac420325e295,NA%NA%NA%NA%NA%NA%NA,B7,1
37d06705-f748-42a0-8610-f2742ecb7fe5,NA%NA%NA%NA%NA%NA%NA,A7,2
37d06705-f748-42a0-8610-f2742ecb7fe5,NA%NA%NA%NA%NA%NA%NA,G6,2
37d06705-f748-42a0-8610-f2742ecb7fe5,NA%NA%NA%NA%NA%NA%NA,H6,1
5755d125-e4e9-4d70-a41d-4493d10dbe65,NA%NA%NA%NA%NA%NA%NA,B7,6
5755d125-e4e9-4d70-a41d-4493d10dbe65,NA%NA%NA%NA%NA%NA%NA,C7,3
5755d125-e4e9-4d70-a41d-4493d10dbe65,NA%NA%NA%NA%NA%NA%NA,D7,3
5755d125-e4e9-4d70-a41d-4493d10dbe65,NA%NA%NA%NA%NA%NA%NA,G6,1
5755d125-e4e9-4d70-a41d-4493d10dbe65,NA%NA%NA%NA%NA%NA%NA,H6,3
5b9bf9ff-349e-4ace-9aca-11137568b5a5,NA%NA%NA%NA%NA%NA%NA,B7,15
5b9bf9ff-349e-4ace-9aca-11137568b5a5,NA%NA%NA%NA%NA%NA%NA,C7,5
5b9bf9ff-349e-4ace-9aca-11137568b5a5,NA%NA%NA%NA%NA%NA%NA,D7,8
5b9bf9ff-349e-4ace-9aca-11137568b5a5,NA%NA%NA%NA%NA%NA%NA,G6,7
5b9bf9ff-349e-4ace-9aca-11137568b5a5,NA%NA%NA%NA%NA%NA%NA,H6,3
64cd7a7d-46bd-4bf0-9f77-dc399203e662,NA%NA%NA%NA%NA%NA%NA,G8,2
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,A7,2
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,B7,15
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,C7,8
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,D7,5
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,G6,5
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,H6,7
69b731bb-b6bc-4f8f-8bbe-1f09dba79163,NA%NA%NA%NA%NA%NA%NA,unknown,1
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,A7,14
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,B7,34
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,C7,12
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,D7,12
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,G6,16
9c59c7d2-3084-4d55-b98b-e4d37c698ec3,NA%NA%NA%NA%NA%NA%NA,H6,27
a5922aa0-71ed-4623-b976-394d852065f6,NA%NA%NA%NA%NA%NA%NA,A7,1
a5922aa0-71ed-4623-b976-394d852065f6,NA%NA%NA%NA%NA%NA%NA,B7,1
a5922aa0-71ed-4623-b976-394d852065f6,NA%NA%NA%NA%NA%NA%NA,D7,1
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,A7,13
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,B6,2
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,B7,208
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,C7,130
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,D7,104
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,G6,75
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,H4,1
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,H6,115
f3242f53-6b5d-4a67-9e0e-ffeca0e300fd,NA%NA%NA%NA%NA%NA%NA,unknown,3
0474b685-8911-444b-8f6c-0c7fd4e02eb4,NA%NA%NA%NA%NA%NA%NA,B7,1
0474b685-8911-444b-8f6c-0c7fd4e02eb4,NA%NA%NA%NA%NA%NA%NA,D7,1
04faf868-c9b7-41fb-9cfa-6ff28ee1e969,NA%NA%NA%NA%NA%NA%NA,A7,1
04faf868-c9b7-41fb-9cfa-6ff28ee1e969,NA%NA%NA%NA%NA%NA%NA,B7,2
04faf868-c9b7-41fb-9cfa-6ff28ee1e969,NA%NA%NA%NA%NA%NA%NA,C7,2
04faf868-c9b7-41fb-9cfa-6ff28ee1e969,NA%NA%NA%NA%NA%NA%NA,D7,1
7f5c2058-2d4e-4bbc-8c9b-8913fe36c0b5,NA%NA%NA%NA%NA%NA%NA,A7,1
8738b209-ca3d-4c0d-a362-4a11e2bdf658,NA%NA%NA%NA%NA%NA%NA,D7,2
8738b209-ca3d-4c0d-a362-4a11e2bdf658,NA%NA%NA%NA%NA%NA%NA,G6,1
a37a1ae3-82d1-41bd-b5a7-b5c2309dee08,NA%NA%NA%NA%NA%NA%NA,B7,4
a37a1ae3-82d1-41bd-b5a7-b5c2309dee08,NA%NA%NA%NA%NA%NA%NA,C7,1
a37a1ae3-82d1-41bd-b5a7-b5c2309dee08,NA%NA%NA%NA%NA%NA%NA,G6,1
a37a1ae3-82d1-41bd-b5a7-b5c2309dee08,NA%NA%NA%NA%NA%NA%NA,H6,4
f83f2c75-8510-400d-a7ff-dd4f2b5b713f,NA%NA%NA%NA%NA%NA%NA,A7,1
f83f2c75-8510-400d-a7ff-dd4f2b5b713f,NA%NA%NA%NA%NA%NA%NA,B7,2
f83f2c75-8510-400d-a7ff-dd4f2b5b713f,NA%NA%NA%NA%NA%NA%NA,C7,1
17a6348f-5fa8-49cc-96a2-0e6c9d904549,NA%NA%NA%NA%NA%NA%NA,B7,1
17a6348f-5fa8-49cc-96a2-0e6c9d904549,NA%NA%NA%NA%NA%NA%NA,H6,1
19bdb608-fbda-4dd2-98cc-4070d6a244ac,NA%NA%NA%NA%NA%NA%NA,A8,3
19bdb608-fbda-4dd2-98cc-4070d6a244ac,NA%NA%NA%NA%NA%NA%NA,B8,2
19bdb608-fbda-4dd2-98cc-4070d6a244ac,NA%NA%NA%NA%NA%NA%NA,F7,2
19bdb608-fbda-4dd2-98cc-4070d6a244ac,NA%NA%NA%NA%NA%NA%NA,G7,2
279f1e36-9576-4a77-ac60-997ba64a7427,NA%NA%NA%NA%NA%NA%NA,B7,1
279f1e36-9576-4a77-ac60-997ba64a7427,NA%NA%NA%NA%NA%NA%NA,C7,2
279f1e36-9576-4a77-ac60-997ba64a7427,NA%NA%NA%NA%NA%NA%NA,D7,4
279f1e36-9576-4a77-ac60-997ba64a7427,NA%NA%NA%NA%NA%NA%NA,G6,1
9dff6cc7-4d64-4baa-ac38-ca9bfcbf16cf,NA%NA%NA%NA%NA%NA%NA,C7,2
b662fe5a-3c03-435d-8f7f-29e73d0c05e0,NA%NA%NA%NA%NA%NA%NA,B7,1
b662fe5a-3c03-435d-8f7f-29e73d0c05e0,NA%NA%NA%NA%NA%NA%NA,D7,1
b662fe5a-3c03-435d-8f7f-29e73d0c05e0,NA%NA%NA%NA%NA%NA%NA,G6,1
b662fe5a-3c03-435d-8f7f-29e73d0c05e0,NA%NA%NA%NA%NA%NA%NA,H6,2
d4a93b70-6c0e-4ef6-be8b-e2339672bba4,NA%NA%NA%NA%NA%NA%NA,C7,1
d4a93b70-6c0e-4ef6-be8b-e2339672bba4,NA%NA%NA%NA%NA%NA%NA,G6,1
d4a93b70-6c0e-4ef6-be8b-e2339672bba4,NA%NA%NA%NA%NA%NA%NA,H6,3
a426512f-46e1-4486-a0c4-7f7c18b195b3,NA%NA%NA%NA%NA%NA%NA,D7,1
0409ad6f-3002-44ed-a710-980712c7da53,NA%NA%NA%NA%NA%NA%NA,D6,7
0409ad6f-3002-44ed-a710-980712c7da53,NA%NA%NA%NA%NA%NA%NA,E6,3
0409ad6f-3002-44ed-a710-980712c7da53,NA%NA%NA%NA%NA%NA%NA,F6,6
1710ddee-95ed-4d37-8fb1-241c87d3b5aa,NA%NA%NA%NA%NA%NA%NA,B7,1
1710ddee-95ed-4d37-8fb1-241c87d3b5aa,NA%NA%NA%NA%NA%NA%NA,D7,1
1710ddee-95ed-4d37-8fb1-241c87d3b5aa,NA%NA%NA%NA%NA%NA%NA,H6,1
8dd9a2f2-f8bd-4fb1-b134-71ea30a51f41,NA%NA%NA%NA%NA%NA%NA,A7,1
8dd9a2f2-f8bd-4fb1-b134-71ea30a51f41,NA%NA%NA%NA%NA%NA%NA,B7,3
8dd9a2f2-f8bd-4fb1-b134-71ea30a51f41,NA%NA%NA%NA%NA%NA%NA,C7,2
8dd9a2f2-f8bd-4fb1-b134-71ea30a51f41,NA%NA%NA%NA%NA%NA%NA,G6,1
8dd9a2f2-f8bd-4fb1-b134-71ea30a51f41,NA%NA%NA%NA%NA%NA%NA,H6,2
dc252184-72fa-409d-b1af-22040a3d9091,NA%NA%NA%NA%NA%NA%NA,G6,1
dc252184-72fa-409d-b1af-22040a3d9091,NA%NA%NA%NA%NA%NA%NA,H6,1
1aa86397-ceb2-4e0f-822a-66055a4cce1e,NA%NA%NA%NA%NA%NA%NA,A7,1
1aa86397-ceb2-4e0f-822a-66055a4cce1e,NA%NA%NA%NA%NA%NA%NA,B7,1
1aa86397-ceb2-4e0f-822a-66055a4cce1e,NA%NA%NA%NA%NA%NA%NA,D7,1
1aa86397-ceb2-4e0f-822a-66055a4cce1e,NA%NA%NA%NA%NA%NA%NA,H6,1
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,A7,3
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,B7,5
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,C7,2
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,D7,2
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,G6,2
3213e824-1434-49b4-954e-b8db4706a769,NA%NA%NA%NA%NA%NA%NA,H6,6
470e8d83-4777-4c8c-ad41-6d4e62e5493b,NA%NA%NA%NA%NA%NA%NA,D7,1
5695f6af-468d-494c-b540-8e1e2fa24683,NA%NA%NA%NA%NA%NA%NA,F8,1
828a0fa0-c3be-41d3-8fd8-19b26265b9bd,NA%NA%NA%NA%NA%NA%NA,C8,32
aa9d662d-1e99-4241-9cad-a530a55ceda7,NA%NA%NA%NA%NA%NA%NA,C7,1
aa9d662d-1e99-4241-9cad-a530a55ceda7,NA%NA%NA%NA%NA%NA%NA,H6,1
cd9981f4-ab5c-49b7-bacf-d5073d799aa6,NA%NA%NA%NA%NA%NA%NA,B7,2
cd9981f4-ab5c-49b7-bacf-d5073d799aa6,NA%NA%NA%NA%NA%NA%NA,C7,1
cd9981f4-ab5c-49b7-bacf-d5073d799aa6,NA%NA%NA%NA%NA%NA%NA,D7,1
fba3f705-9ff3-46c6-a428-9d4290819abd,NA%NA%NA%NA%NA%NA%NA,B7,1
fba3f705-9ff3-46c6-a428-9d4290819abd,NA%NA%NA%NA%NA%NA%NA,C7,2
fba3f705-9ff3-46c6-a428-9d4290819abd,NA%NA%NA%NA%NA%NA%NA,D7,1
22af7629-b2e5-4f26-a9b0-07682ba7dca1,NA%NA%NA%NA%NA%NA%NA,D7,1
914fdad6-62e1-4793-a539-33aa2d12b884,NA%NA%NA%NA%NA%NA%NA,A7,1
914fdad6-62e1-4793-a539-33aa2d12b884,NA%NA%NA%NA%NA%NA%NA,B7,5
914fdad6-62e1-4793-a539-33aa2d12b884,NA%NA%NA%NA%NA%NA%NA,C7,1
914fdad6-62e1-4793-a539-33aa2d12b884,NA%NA%NA%NA%NA%NA%NA,G6,2
914fdad6-62e1-4793-a539-33aa2d12b884,NA%NA%NA%NA%NA%NA%NA,H6,7
efe24b4f-5769-466f-8997-ad73ae710319,NA%NA%NA%NA%NA%NA%NA,A8,2
efe24b4f-5769-466f-8997-ad73ae710319,NA%NA%NA%NA%NA%NA%NA,B8,3
efe24b4f-5769-466f-8997-ad73ae710319,NA%NA%NA%NA%NA%NA%NA,F7,2
efe24b4f-5769-466f-8997-ad73ae710319,NA%NA%NA%NA%NA%NA%NA,H5,2
