Centroid,consensus,barcode,nReads
dc3ca8d1-61cf-4abb-8f1c-ed3409dbc62d,NA%NA%NA%NA%NA%NA%NA,unknown,2
a3e0368d-7b91-40a9-85bc-d339b6fb8602,NA%NA%NA%NA%NA%NA%NA,D7,1
ba5e15bd-e8da-494d-91fa-a58b65b1db8f,NA%NA%NA%NA%NA%NA%NA,B7,2
ba5e15bd-e8da-494d-91fa-a58b65b1db8f,NA%NA%NA%NA%NA%NA%NA,C8,1
ba5e15bd-e8da-494d-91fa-a58b65b1db8f,NA%NA%NA%NA%NA%NA%NA,D7,4
1eede059-adaa-45b8-94e3-c72abc310d82,NA%NA%NA%NA%NA%NA%NA,D7,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,B7,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,D7,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,E6,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,E7,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,G6,1
4371f7f6-a490-4e82-9125-8bebbadf2178,NA%NA%NA%NA%NA%NA%NA,H6,1
48ea9846-93e6-4451-8085-d12083a4b140,NA%NA%NA%NA%NA%NA%NA,C8,3
48ea9846-93e6-4451-8085-d12083a4b140,NA%NA%NA%NA%NA%NA%NA,E8,1
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,B7,2
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,C7,9
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,D7,16
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,G6,9
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,H6,37
137bbaa6-aa4e-4d68-9e8b-8b3131c6ef8a,NA%NA%NA%NA%NA%NA%NA,unknown,1
5250ee9d-635b-4d9c-a02e-d7f00154d7d2,NA%NA%NA%NA%NA%NA%NA,C7,2
5250ee9d-635b-4d9c-a02e-d7f00154d7d2,NA%NA%NA%NA%NA%NA%NA,G6,1
5250ee9d-635b-4d9c-a02e-d7f00154d7d2,NA%NA%NA%NA%NA%NA%NA,H5,1
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,C8,47
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,D8,32
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,E8,45
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,F6,1
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,F8,39
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,G8,19
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,H4,32
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,H5,1
d063a486-e983-4200-9b1b-c1bbbe970e1d,NA%NA%NA%NA%NA%NA%NA,unknown,1
677efd99-6d53-4be1-900b-0c33f7772ee8,NA%NA%NA%NA%NA%NA%NA,A8,1
677efd99-6d53-4be1-900b-0c33f7772ee8,NA%NA%NA%NA%NA%NA%NA,B8,1
677efd99-6d53-4be1-900b-0c33f7772ee8,NA%NA%NA%NA%NA%NA%NA,H4,1
243fca01-56e9-41ba-be1f-52bbbffb6d54,NA%NA%NA%NA%NA%NA%NA,H6,1
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,B6,1
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,C8,2
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,D8,1
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,E8,3
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,F8,3
955c418b-43d5-498e-8261-1d761b17767b,NA%NA%NA%NA%NA%NA%NA,H4,26
8543c960-a596-4efb-8596-e4c992b02499,NA%NA%NA%NA%NA%NA%NA,B6,1
8543c960-a596-4efb-8596-e4c992b02499,NA%NA%NA%NA%NA%NA%NA,D7,2
8543c960-a596-4efb-8596-e4c992b02499,NA%NA%NA%NA%NA%NA%NA,F6,1
8543c960-a596-4efb-8596-e4c992b02499,NA%NA%NA%NA%NA%NA%NA,F7,3
8543c960-a596-4efb-8596-e4c992b02499,NA%NA%NA%NA%NA%NA%NA,H5,1
71d75136-1758-4cda-ad40-30d3d0a9a3c8,NA%NA%NA%NA%NA%NA%NA,A7,1
71d75136-1758-4cda-ad40-30d3d0a9a3c8,NA%NA%NA%NA%NA%NA%NA,C6,1
71d75136-1758-4cda-ad40-30d3d0a9a3c8,NA%NA%NA%NA%NA%NA%NA,F8,5
0a459f40-6255-4bcc-ba9c-15e451eecbc0,NA%NA%NA%NA%NA%NA%NA,H6,1
20281196-a203-4462-bba0-52fc3006ba02,NA%NA%NA%NA%NA%NA%NA,B6,1
20281196-a203-4462-bba0-52fc3006ba02,NA%NA%NA%NA%NA%NA%NA,B7,2
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,B7,9
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,B8,8
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,C7,16
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,D7,22
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,G6,30
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,H6,42
f5438f96-2b7d-4a7c-b777-e3d028505ab9,NA%NA%NA%NA%NA%NA%NA,unknown,1
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,A7,1
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,B7,7
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,C7,33
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,C8,2
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,D7,23
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,E8,1
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,G6,48
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,H4,1
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,H6,78
331bbb23-56cb-49fe-81b5-0f7502d5750e,NA%NA%NA%NA%NA%NA%NA,unknown,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,A6,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,A7,29
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,B6,3
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,B7,72
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,C7,30
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,D6,2
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,D7,32
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,E6,2
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,E8,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,F6,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,F7,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,G6,125
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,G7,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,H5,1
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,H6,155
83d11fc7-74b8-40ac-bb58-38a4b7dc1cd4,NA%NA%NA%NA%NA%NA%NA,unknown,3
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,A7,2
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,B6,3
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,C8,12
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,D8,4
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,E8,15
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,F8,21
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,G8,19
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,H4,1
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,H5,1
06b6aa14-1170-4281-90c3-f6c26367cebf,NA%NA%NA%NA%NA%NA%NA,unknown,1
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,A8,43
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,B8,27
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,E7,1
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,F7,20
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,G7,9
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,H5,32
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,H6,1
1e8cafab-6088-4c8a-b080-6c0963e00b7b,NA%NA%NA%NA%NA%NA%NA,unknown,1
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,A7,1
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,A8,24
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,B8,21
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,E7,31
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,F7,50
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,G7,36
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,H5,24
f61f4132-6879-4fea-a4da-00e92a97cbdb,NA%NA%NA%NA%NA%NA%NA,unknown,1
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,A8,194
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,B8,176
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,C8,1
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,E7,27
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,F7,53
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,F8,2
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,G7,37
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,H4,1
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,H5,334
a01b845a-ff4b-4c24-ae09-6563517c0f58,NA%NA%NA%NA%NA%NA%NA,unknown,1
ac54e6fc-75a1-46a4-8b37-6ba74256b943,NA%NA%NA%NA%NA%NA%NA,E7,1
ac54e6fc-75a1-46a4-8b37-6ba74256b943,NA%NA%NA%NA%NA%NA%NA,H5,1
3e4b9b46-846a-43cb-b28a-1f294ca0f4f7,NA%NA%NA%NA%NA%NA%NA,A8,1
23082bc0-8f01-4ddd-a6b4-208112510704,NA%NA%NA%NA%NA%NA%NA,A8,1
ef2bdac8-894a-44f0-bcd6-92807f7032c7,NA%NA%NA%NA%NA%NA%NA,G8,1
bbecdc4e-bad8-4ff6-bd80-9ead85e7b36f,NA%NA%NA%NA%NA%NA%NA,A6,1
bbecdc4e-bad8-4ff6-bd80-9ead85e7b36f,NA%NA%NA%NA%NA%NA%NA,D6,20
bdc531c8-30d3-467e-a36e-0dacc199fced,NA%NA%NA%NA%NA%NA%NA,A7,1
bdc531c8-30d3-467e-a36e-0dacc199fced,NA%NA%NA%NA%NA%NA%NA,B6,2
bdc531c8-30d3-467e-a36e-0dacc199fced,NA%NA%NA%NA%NA%NA%NA,E6,55
bdc531c8-30d3-467e-a36e-0dacc199fced,NA%NA%NA%NA%NA%NA%NA,H6,1
bdc531c8-30d3-467e-a36e-0dacc199fced,NA%NA%NA%NA%NA%NA%NA,unknown,1
ccffc1dd-77c2-49ef-b3ed-ad8b6f9c11af,NA%NA%NA%NA%NA%NA%NA,A6,6
ccffc1dd-77c2-49ef-b3ed-ad8b6f9c11af,NA%NA%NA%NA%NA%NA%NA,H6,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,A6,2
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,A7,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,B6,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,B8,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,C8,240
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,D8,168
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,E6,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,E7,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,E8,209
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,F6,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,F7,3
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,F8,426
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,G6,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,G7,2
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,G8,253
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,H4,350
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,H5,1
55624134-2b17-4ba4-b4e7-ecbf3f180852,NA%NA%NA%NA%NA%NA%NA,unknown,21
0c4a6f3c-e5f6-470e-a88d-bfa10b9d7cdb,NA%NA%NA%NA%NA%NA%NA,D6,2
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,A6,8
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,A7,13
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,B6,32
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,B7,4
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,B8,4
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,C6,1
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,C7,1
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,C8,30
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,D6,80
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,D7,1
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,D8,2
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,E6,6
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,E8,1
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,F6,11
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,F7,2
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,F8,1
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,G6,4
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,G7,2
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,G8,4
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,H4,7
fd1d4f8f-3687-4923-8cc7-6015c05ca5c3,NA%NA%NA%NA%NA%NA%NA,H6,3
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,B8,1
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,E6,13
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,F6,1
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,G7,1
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,H4,1
75b48122-cc21-40f7-bed1-b5606d595553,NA%NA%NA%NA%NA%NA%NA,H6,1
3b463d8f-753f-4667-ba1e-db1f4d8343e2,NA%NA%NA%NA%NA%NA%NA,A6,9
3b463d8f-753f-4667-ba1e-db1f4d8343e2,NA%NA%NA%NA%NA%NA%NA,D6,1
3b463d8f-753f-4667-ba1e-db1f4d8343e2,NA%NA%NA%NA%NA%NA%NA,E6,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,A6,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,A7,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,A8,3
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,B6,5
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,B7,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,B8,2
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,C8,420
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,D6,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,D8,304
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,E6,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,E8,368
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,F6,2
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,F8,492
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,G6,2
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,G7,1
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,G8,301
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,H4,393
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,H5,3
c389a29d-29aa-4cf8-891b-b329bb3237d9,NA%NA%NA%NA%NA%NA%NA,unknown,9
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,A8,47
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,B6,2
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,B8,31
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,E7,2
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,F7,34
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,G7,6
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,H4,1
811e6f92-e3bc-41ec-a82c-777caa09da58,NA%NA%NA%NA%NA%NA%NA,H5,56
91eba549-5f0e-4f7f-8325-ed1f11f68de7,NA%NA%NA%NA%NA%NA%NA,B8,1
91eba549-5f0e-4f7f-8325-ed1f11f68de7,NA%NA%NA%NA%NA%NA%NA,F7,1
d360c8fe-085e-4505-8fc6-233db2279782,NA%NA%NA%NA%NA%NA%NA,F8,1
d360c8fe-085e-4505-8fc6-233db2279782,NA%NA%NA%NA%NA%NA%NA,H4,1
45f7a90c-1f1f-4d9d-9b97-117d82ad4904,NA%NA%NA%NA%NA%NA%NA,H5,1
7318e1b3-4add-4dae-9929-2a2dda2b78fb,NA%NA%NA%NA%NA%NA%NA,A8,1
7318e1b3-4add-4dae-9929-2a2dda2b78fb,NA%NA%NA%NA%NA%NA%NA,B7,1
7318e1b3-4add-4dae-9929-2a2dda2b78fb,NA%NA%NA%NA%NA%NA%NA,F7,2
7318e1b3-4add-4dae-9929-2a2dda2b78fb,NA%NA%NA%NA%NA%NA%NA,H5,4
4f9cac6e-ea19-4c4d-898a-ee6643897684,NA%NA%NA%NA%NA%NA%NA,D6,1
9cd48b5d-e3f5-42c8-a589-35291d7a316f,NA%NA%NA%NA%NA%NA%NA,D7,2
9cd48b5d-e3f5-42c8-a589-35291d7a316f,NA%NA%NA%NA%NA%NA%NA,H5,1
1b782b74-918f-47c7-9ca1-5b0accc635d9,NA%NA%NA%NA%NA%NA%NA,E6,27
1b782b74-918f-47c7-9ca1-5b0accc635d9,NA%NA%NA%NA%NA%NA%NA,G6,1
1b782b74-918f-47c7-9ca1-5b0accc635d9,NA%NA%NA%NA%NA%NA%NA,H5,2
dda6a314-97b6-48cf-986d-2237a8b97940,NA%NA%NA%NA%NA%NA%NA,B6,1
dda6a314-97b6-48cf-986d-2237a8b97940,NA%NA%NA%NA%NA%NA%NA,G6,5
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,C8,1
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,D6,27
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,E6,22
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,E8,1
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,F6,18
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,H4,1
b1a2d559-efcf-47e6-bca0-1e5289436bb9,NA%NA%NA%NA%NA%NA%NA,H6,1
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,A7,3
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,A8,2
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,B6,6
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,B7,1
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,B8,2
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,C6,1
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,C8,425
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,D7,1
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,D8,350
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,E6,2
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,E8,423
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,F7,3
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,F8,523
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,G7,2
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,G8,345
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,H4,400
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,H5,4
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,H6,1
09e62c8e-9e78-4ea0-bad9-25aab3529767,NA%NA%NA%NA%NA%NA%NA,unknown,26
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,B7,5
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,C7,8
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,D7,6
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,G6,10
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,H6,6
babf473c-0eb7-4223-8ec8-3163b16cabd6,NA%NA%NA%NA%NA%NA%NA,unknown,1
